Marca,Modelo,Año,Precio,Combustible,Transmisión,Kilometraje
Land Rover,Range Rover Evoque,2014,27000.0,Gasolina,Automática - Secuencial,71000
Subaru,Forester,2018,19800.0,Gasolina,Automática,49000
Hyundai,Grand I10,2023,10500.0,Gasolina,Mecánica,19500
Hyundai,Tucson,2017,16600.0,Gasolina,Automática - Secuencial,42300
Nissan,Navara,2011,14600.0,Diesel,Mecánica,263000
Bmw,X5 40I,2019,51000.0,Gasolina,Automática - Secuencial,79000
Nissan,Versa Sense,2014,10500.0,Dual,Automática,100000
Toyota,Corolla,2015,11500.0,Dual,Automática - Secuencial,121054
Hyundai,Creta,2018,15000.0,Gas GLP,Mecánica,57000
Jeep,Renegade,2018,15600.0,Gasolina,Automática - Secuencial,84900
Volvo,Xc40,2021,28000.0,Gas,Automática - Secuencial,58000
Suzuki,Jimny,2022,19800.0,Gasolina,Automática,16000
Subaru,Impreza Sedã¡N,2018,12300.0,Gasolina,Automática,93000
Hyundai,Santa Fe,2023,34000.0,Gasolina,Automática - Secuencial,24300
Foton,Tunland G7,2022,16800.0,Diesel,Mecánica,40000
Toyota,Yaris,2007,7200.0,Gasolina,Automática,128000
Subaru,Xv,2018,16000.0,Gasolina,Automática - Secuencial,83500
Geely,Coolray,2023,16500.0,Gasolina,Automática - Secuencial,16000
Mitsubishi,Asx,2017,12000.0,Gasolina,Mecánica,83000
Kia,Sportage,2018,18900.0,Gasolina,Mecánica,9500
Honda,Civic Lx,2009,8500.0,Gasolina,Automática,94000
Volvo,Xc-60,2019,27900.0,Gasolina,Automática,87500
Volvo,121,2014,11300.0,Gasolina,Automática - Secuencial,80135
Mercedes Benz,E-200,2018,28000.0,Gas,Automática - Secuencial,26000
Subaru,Crosstrek,2024,24500.0,Gasolina,Automática,5000
Jeep,Grand Cherokee Limited,2018,30900.0,Gasolina,Automática - Secuencial,84600
Volkswagen,Tiguan,2016,15000.0,Gasolina,Mecánica,72159
Mercedes Benz,E-250,2012,16500.0,Gasolina,Automática,59766
Chevrolet,Groove,2023,13400.0,Gasolina,Mecánica,23000
Nissan,Qashqai,2011,8500.0,Gasolina,Mecánica,220000
Bmw,120I,2016,16500.0,Gasolina,Automática - Secuencial,72000
Mazda,3,2015,11900.0,Gasolina,Automática,106000
Subaru,Impreza Sport,2021,15500.0,Gasolina,Automática,40500
Toyota,Sprinter,1994,4200.0,Gasolina,Automática,250000
Audi,Q5,2016,20000.0,Gasolina,Automática - Secuencial,116000
Mg,5,2015,7600.0,Gasolina,Automática,75000
Honda,Cr-V,2015,15800.0,Gasolina,Automática,88000
Hyundai,Tucson,2011,11000.0,Gasolina,Automática - Secuencial,146000
Bmw,X6 50I,2010,17000.0,Gasolina,Automática - Secuencial,72000
Jeep,Grand Cherokee Limited,2015,21900.0,Gasolina,Automática - Secuencial,109000
Toyota,Land Cruiser Prado,2024,60000.0,Gasolina,Automática - Secuencial,17076
Bmw,325I,2012,18000.0,Gasolina,Automática,69227
Toyota,Corolla Hybrid,2022,21500.0,Gasolina-Hibrido,Automática,17200
Citroen,C-3,2018,12500.0,Gasolina,Automática - Secuencial,21600
Mercedes Benz,Glc 200,2020,37500.0,Gasolina,Automática,15000
Toyota,Tacoma,2020,52500.0,Gasolina,Automática - Secuencial,57600
Chevrolet,Tracker,2023,17000.0,Gasolina,Automática,12000
Mazda,Cx-3,2019,15900.0,Gasolina,Automática,60400
Honda,Pilot,2016,20500.0,Gasolina,Automática,108200
Volkswagen,Transporter,2014,10250.0,Diesel,Mecánica,110000
Suzuki,Grand Vitara,2016,12999.0,Gasolina,Automática,28200
Volkswagen,Golf Gti,2015,17000.0,Gasolina,Automática - Secuencial,59000
Mini,Cooper,2013,9900.0,Gasolina,Mecánica,86000
Subaru,Impreza,2019,12700.0,Dual,Automática - Secuencial,64700
Bmw,330I,2017,26900.0,Gasolina,Automática,62500
Toyota,Camry,2006,7000.0,Gasolina,Automática,150000
Kia,Seltos,2025,20300.0,Gasolina,Mecánica,19700
Volkswagen,Nivus,2023,16400.0,Gasolina,Mecánica,16211
Volkswagen,Crossfox,2018,11700.0,Gasolina,Automática,21911
Mazda,Cx-7,2009,8000.0,Gasolina,Automática - Secuencial,76640
Volkswagen,Tiguan Allspace,2018,20500.0,Gasolina,Automática - Secuencial,51000
Jeep,Grand Cherokee Limited,2014,15500.0,Gasolina,Automática - Secuencial,260000
Bmw,120I,2017,21500.0,Gasolina,Automática - Secuencial,26000
Ford,Explorer,2017,23900.0,Gasolina,Automática,70121
Audi,Q5,2014,18800.0,Gasolina,Automática - Secuencial,64500
Lexus,Nx 300,2025,52000.0,Gasolina,Automática - Secuencial,1600
Jeep,Grand Cherokee Laredo,2016,24000.0,Diesel,Automática - Secuencial,92000
Chevrolet,Captiva,2020,15750.0,Gasolina,Automática,65000
Bmw,X3 35I,2012,14900.0,Gasolina,Automática - Secuencial,133000
Jeep,Compass,2008,9000.0,Gasolina,Automática,104000
Volkswagen,Passat,2012,8000.0,Gasolina,Automática - Secuencial,122000
Kia,Optima,2011,10150.0,Gasolina,Automática - Secuencial,57000
Ford,Thunderbird,1959,14900.0,Gasolina,Automática,
Nissan,Pathfinder,2001,6000.0,Dual,Automática,186874
Bmw,218I Gran Coupe,2023,27900.0,Gasolina,Automática,30000
Mercedes Benz,Glc 250 4Matic,2017,26900.0,Gasolina,Automática - Secuencial,35200
Volkswagen,Tiguan Allspace,2018,18000.0,Gasolina,Automática - Secuencial,55030
Kia,Rio,2016,9500.0,Dual,Automática - Secuencial,104000
Toyota,Rav4,2013,13900.0,Gasolina,Automática,212000
Audi,A4,2014,14000.0,Gasolina,Automática - Secuencial,79800
Bmw,520-I,2015,13900.0,Gasolina,Automática - Secuencial,62000
Jeep,Grand Cherokee Laredo,2018,24000.0,Gasolina,Automática - Secuencial,65410
Bmw,420I Gran Coupe,2017,21399.0,Gasolina,Automática - Secuencial,63000
Honda,Pilot,2019,28900.0,Gasolina,Automática - Secuencial,68000
Volkswagen,Jetta,2017,11500.0,Gasolina,Automática,64000
Jeep,Wrangler,1992,19700.0,Gasolina,Mecánica,119000
Mercedes Benz,Gle 450 4 Matic,2020,64990.0,Gasolina,Automática - Secuencial,21000
Porsche,Macan,2015,29450.0,Gasolina,Automática - Secuencial,70000
Volkswagen,Taos,2024,25000.0,Gasolina,Automática - Secuencial,7000
Porsche,Macan S,2020,60000.0,Gasolina,Automática - Secuencial,29000
Volvo,Xc40,2023,38900.0,Gasolina-Hibrido,Automática - Secuencial,17500
Bmw,318I,2017,16800.0,Gasolina,Automática - Secuencial,48000
Jeep,Grand Cherokee Laredo,2019,28000.0,Gasolina,Automática - Secuencial,46000
Jeep,Cherokee Longitude,2018,16500.0,Gasolina,Automática - Secuencial,78145
Mercedes Benz,Glc 250 4Matic,2018,31000.0,Gasolina,Automática - Secuencial,37000
Kia,Carens,2023,21000.0,Gasolina,Automática - Secuencial,10200
Volkswagen,Tiguan Allspace,2019,19800.0,Gasolina,Automática - Secuencial,48000
Bmw,X3 20I,2023,50500.0,Gasolina,Automática - Secuencial,8000
Ford,F-150,2020,31500.0,Gasolina,Automática - Secuencial,84000
Nissan,Versa Sense,2021,11350.0,Gasolina,Mecánica,72900
Peugeot,Partner,2021,10990.0,Diesel,Mecánica,68000
Chevrolet,N300 Max,2018,6500.0,Dual,Mecánica,193000
Chevrolet,3100,1950,9900.0,Gasolina,Mecánica,
Suzuki,Swift,2023,13300.0,Gasolina,Automática - Secuencial,7500
Hyundai,Santa Fe,2014,19000.0,Dual,Automática - Secuencial,107717
Honda,Pilot,2013,18500.0,Gasolina,Automática,58000
Subaru,Impreza Sport,2014,12000.0,Gasolina,Mecánica,47700
Honda,Cr-V,2018,17900.0,Gasolina,Automática,100000
Porsche,Cayman S,2018,77900.0,Gasolina,Automática - Secuencial,7000
Subaru,Outback,2015,14900.0,Gasolina,Automática - Secuencial,106000
Porsche,Cayman S,2006,35900.0,Gasolina,Mecánica,28800
Audi,A3 Sedan,2018,23500.0,Gasolina,Automática - Secuencial,40500
Volkswagen,T-Cross,2023,20200.0,Gasolina,Automática,16016
Kia,Sorento,2021,24000.0,Gasolina,Automática - Secuencial,118000
Honda,Pilot,2016,19900.0,Gasolina,Automática,165000
Toyota,Corolla,2023,21500.0,Gasolina,Automática - Secuencial,19000
Nissan,Pathfinder,2024,47990.0,Gasolina,Automática,10000
Ford,Explorer,2018,23000.0,Gasolina,Automática - Secuencial,130000
Porsche,Cayenne Gts,2018,55000.0,Gasolina,Automática - Secuencial,38679
Subaru,Xv,2018,15990.0,Gasolina,Automática,108000
Audi,Q5,2016,17200.0,Gasolina,Automática - Secuencial,89000
Subaru,Brz,2013,18000.0,Gasolina,Mecánica,35425
Hyundai,Santa Fe,2009,9600.0,Dual,Automática - Secuencial,169000
Audi,A4,2009,8500.0,Gasolina,Automática,109000
Nissan,Sentra,2018,12900.0,Gasolina,Mecánica,39900
Suzuki,New Swift,2017,8090.0,Gasolina,Mecánica,90000
Volkswagen,Passat Cc,2013,11500.0,Gasolina,Automática - Secuencial,86440
Toyota,Rav4,2019,22500.0,Gasolina,Automática,62500
Mazda,Cx-5,2023,29900.0,Gasolina,Automática,17000
Bmw,320I,2017,20600.0,Gasolina,Automática,63300
Jeep,Grand Cherokee Laredo,2015,15500.0,Gasolina,Automática - Secuencial,136000
Dodge,Durango,2013,15900.0,Gasolina,Automática - Secuencial,91000
Mitsubishi,Outlander,2017,18000.0,Gasolina,Automática - Secuencial,36000
Bmw,X1 18I,2019,22990.0,Gasolina,Automática - Secuencial,60000
Land Rover,Range Rover Sport,2014,29500.0,Gasolina,Automática - Secuencial,72000
Nissan,Note,2009,4500.0,Dual,Automática,200000
Mitsubishi,Outlander,2012,10900.0,Gasolina,Mecánica,144500
Suzuki,S-Cross,2020,15000.0,Dual,Automática,62000
Jeep,Compass,2016,11500.0,Gasolina,Automática - Secuencial,125000
Mazda,Bt-50,2019,21700.0,Diesel,Mecánica,68400
Citroen,C-3,2018,12500.0,Gasolina,Automática,27500
Mazda,Cx-9,2018,20500.0,Gasolina,Automática - Secuencial,71000
Audi,Q7,2020,38750.0,Gasolina,Automática - Secuencial,79000
Mercedes Benz,Cla 200,2015,16900.0,Gasolina,Automática - Secuencial,71000
Citroen,Berlingo,2023,15900.0,Diesel,Mecánica,47000
Bmw,X5 40I,2023,58900.0,Gasolina,Automática - Secuencial,77000
Mitsubishi,Montero Sport,2016,23000.0,Diesel,Mecánica,50000
Ford,Ranger Raptor,2024,61900.0,Gasolina,Automática - Secuencial,4400
Bmw,X5 40I,2023,74800.0,Gasolina,Automática - Secuencial,14800
Bmw,120I,2016,15900.0,Gasolina,Automática - Secuencial,65000
Chevrolet,Cruze,2013,9000.0,Gasolina,Automática,120000
Honda,Cr-V,2013,13300.0,Gasolina,Automática,130000
Volkswagen,Gol,2018,9000.0,Gasolina,Mecánica,62700
Kia,Sportage,2009,9500.0,Gasolina,Automática - Secuencial,87000
Mazda,Cx-9,2013,14999.0,Gasolina,Automática - Secuencial,53500
Jeep,Grand Cherokee Limited,2023,46900.0,Gasolina,Automática - Secuencial,37000
Mercedes Benz,Cla 180,2016,16990.0,Gasolina,Automática,44900
Hyundai,Tucson,2010,12900.0,Gasolina,Automática,88000
Jeep,Grand Cherokee Srt,2008,17000.0,Gasolina,Automática - Secuencial,65000
Mitsubishi,L200,2023,32000.0,Diesel,Mecánica,27000
Mazda,Cx-5,2016,15000.0,Gasolina,Automática - Secuencial,106550
Mg,360,2019,10600.0,Gas GLP,Automática,40000
Volvo,V40,2018,15500.0,Gasolina,Automática - Secuencial,34000
Jeep,Compass,2010,7700.0,Dual,Automática,222000
Citroen,C-Elysã©E,2019,8500.0,Gasolina,Mecánica,79000
Ford,Focus,2019,13000.0,Gasolina,Automática - Secuencial,47000
Dodge,Journey,2018,16500.0,Gasolina,Automática,72500
Bmw,X3 20I,2016,19500.0,Gasolina,Automática - Secuencial,88000
Subaru,Forester,2017,17000.0,Gasolina,Automática,74000
Chevrolet,Onix,2024,14200.0,Gasolina,Mecánica,6200
Land Rover,Discovery 4,2018,37500.0,Gasolina,Automática - Secuencial,84727
Honda,Cr-V,2007,8750.0,Gasolina,Automática,182108
Mazda,Cx-9,2014,12800.0,Gasolina,Automática - Secuencial,124000
Ram,V700,2022,7500.0,Dual,Mecánica,40600
Hyundai,Accent,2018,10300.0,Dual,Mecánica,110000
Mercedes Benz,C-180,2013,11800.0,Gasolina,Mecánica,115000
Kia,Niro,2023,25000.0,Gasolina-Hibrido,Automática,20000
Mercedes Benz,A200,2020,25500.0,Gasolina,Automática - Secuencial,42000
Mazda,3,2017,10200.0,Gasolina,Automática - Secuencial,98500
Bmw,220I,2023,30000.0,Gasolina,Automática,11500
Peugeot,Boxer,2019,29000.0,Diesel,Mecánica,33000
Volkswagen,Tiguan,2013,10300.0,Gasolina,Automática,102000
Toyota,Tacoma,2017,57000.0,Gasolina,Automática - Secuencial,83000
Honda,Civic,2015,13400.0,Gasolina,Automática,111000
Volkswagen,Cc,2014,13000.0,Gasolina,Automática - Secuencial,84000
Bmw,323,1985,9200.0,Gasolina,Mecánica,121000
Haval,H2,2021,11290.0,Dual,Automática - Secuencial,90000
Mazda,3 Sport,2013,9690.0,Gasolina,Automática - Secuencial,59850
Mitsubishi,Montero Sport,2017,27900.0,Dual,Automática - Secuencial,83500
Hyundai,Santa Fe,2024,35000.0,Gasolina,Automática - Secuencial,49000
Toyota,Land Cruiser Prado,2012,21500.0,Dual,Mecánica,104000
Bmw,435Gci,2016,29200.0,Gasolina,Automática - Secuencial,73000
Volvo,S60,2011,14900.0,Gasolina,Automática - Secuencial,67000
Jeep,Compass,2020,18000.0,Gasolina,Automática,41000
Volkswagen,Amarok,2019,17600.0,Diesel,Mecánica,80000
Toyota,Avensis,2016,14300.0,Gasolina,Automática - Secuencial,29000
Audi,Q5,2022,57000.0,Diesel,Automática - Secuencial,19950
Great Wall,H3,2015,12000.0,Dual,Mecánica,78000
Bmw,320I,2016,13700.0,Gasolina,Automática - Secuencial,98000
Ford,Territory,2025,26000.0,Gasolina,Automática - Secuencial,11000
Porsche,Macan Gts,2017,40000.0,Gasolina,Automática,54000
Chevrolet,Cruze,2014,8000.0,Gasolina,Mecánica,106300
Hyundai,Grand I10,2023,12900.0,Dual,Mecánica,18484
Audi,A4,2015,14800.0,Gasolina,Automática - Secuencial,54150
Mazda,Cx-3,2022,19800.0,Gasolina,Automática - Secuencial,21163
Bmw,M 140I,2019,33500.0,Gasolina,Automática - Secuencial,32000
Porsche,Macan,2016,32000.0,Gasolina,Automática - Secuencial,81000
Bmw,318I,2018,21500.0,Gasolina,Automática - Secuencial,31000
Suzuki,Swift,2022,9500.0,Dual,Mecánica,55000
Citroen,Ds-4,2013,9300.0,Gasolina,Automática,81000
Suzuki,Vitara,2019,15000.0,Gasolina,Automática,37000
Bmw,X1 20I,2018,22900.0,Gasolina,Automática - Secuencial,66000
Dodge,Durango,2018,24500.0,Gasolina,Automática - Secuencial,84000
Ford,Territory,2021,19000.0,Gasolina,Automática - Secuencial,50000
Kia,Sportage,2024,34000.0,Gasolina,Automática,9500
Ford,Ranger Limited,2022,29000.0,Diesel,Automática,60000
Baic,X35,2023,10200.0,Dual,Mecánica,86000
Hyundai,Tucson,2012,10900.0,Gasolina,Automática,94000
Suzuki,Grand Nomade,2019,13500.0,Dual,Mecánica,140000
Volkswagen,Amarok,2021,28500.0,Diesel,Automática - Secuencial,49500
Mazda,Cx-5,2017,18000.0,Gasolina,Automática,34105
Mazda,Cx-9,2018,21500.0,Gasolina,Automática,100000
Bmw,X3 20I,2015,14500.0,Gasolina,Automática - Secuencial,129500
Kia,Rio,2020,12800.0,Gasolina,Mecánica,73000
Audi,Tt Coupe,2013,25000.0,Gasolina,Automática - Secuencial,67000
Kia,Picanto Cross,2018,10000.0,Gasolina,Mecánica,48000
Honda,Hr-V,2022,20000.0,Gasolina,Automática - Secuencial,35500
Mercedes Benz,Gla 200,2024,46000.0,Gasolina,Automática - Secuencial,2400
Audi,Q5,2020,32900.0,Gasolina,Automática - Secuencial,65450
Mercedes Benz,Glc 250 4Matic,2019,31500.0,Gasolina,Automática,26900
Volkswagen,Tiguan,2021,20500.0,Gasolina,Automática - Secuencial,78000
Hyundai,Tucson,2024,24000.0,Dual,Mecánica,23880
Audi,A4,2011,9000.0,Gasolina,Automática - Secuencial,131500
Mercedes Benz,Cla 180 Coupe,2018,18500.0,Gasolina,Automática - Secuencial,37900
Jeep,Cherokee Laredo,2007,7800.0,Gasolina,Automática - Secuencial,150000
Honda,Pilot,2016,16400.0,Gasolina,Automática,88900
Subaru,New Xv,2019,19500.0,Gasolina,Automática - Secuencial,54200
Toyota,Corolla Sw,2001,4900.0,Dual,Automática,406580
Chery,Tiggo 8,2022,20200.0,Gasolina,Automática,24000
Subaru,Xv,2019,16900.0,Gasolina,Automática,56000
Chery,Tiggo 8,2023,17000.0,Gasolina,Mecánica,3400
Jeep,Cherokee Sport,2015,14500.0,Gasolina,Automática - Secuencial,83660
Suzuki,Grand Vitara,2010,10000.0,Gasolina,Mecánica,46000
Chevrolet,Cruze,2017,8700.0,Dual,Mecánica,104785
Suzuki,Grand Nomade,2010,10500.0,Gasolina,Automática,90500
Dodge,Durango,2017,27500.0,Gasolina,Automática - Secuencial,130000
Chery,Tiggo,2011,6500.0,Gasolina,Mecánica,200000
Bmw,X4 20I,2023,50000.0,Gasolina,Automática - Secuencial,34000
Bmw,420I Gran Coupe,2019,25900.0,Gasolina,Automática - Secuencial,38000
Nissan,X-Trail,2012,8950.0,Gasolina,Automática - Secuencial,144000
Nissan,Frontier,2019,18500.0,Diesel,Mecánica,88600
Honda,Accord,2012,10500.0,Gasolina,Automática,99000
Lexus,Nx 300,2018,29988.0,Gasolina,Automática - Secuencial,75300
Peugeot,208,2019,10700.0,Gasolina,Mecánica,43000
Great Wall,Wingle 5,2012,7700.0,Diesel,Mecánica,130000
Audi,Q7,2014,18000.0,Gasolina,Automática - Secuencial,97000
Citroen,C5 Aircross,2024,25499.0,Gasolina,Automática - Secuencial,4500
Bmw,X3 30I,2018,35000.0,Gasolina,Automática - Secuencial,48900
Kia,Cerato,2013,10500.0,Gasolina,Automática - Secuencial,58000
Jeep,Compass,2025,28700.0,Gasolina,Automática - Secuencial,13200
Kia,Carens,2023,22000.0,Gasolina,Automática - Secuencial,27100
Kia,Cerato,2020,12400.0,Dual,Mecánica,175000
Kia,Sorento,2021,33500.0,Gasolina,Automática - Secuencial,38000
Volkswagen,Tiguan Allspace,2018,20000.0,Gasolina,Automática - Secuencial,86000
Mitsubishi,Montero Sport,2023,41000.0,Gasolina,Automática,20000
Bmw,X1 18I,2020,28900.0,Gasolina,Automática - Secuencial,20100
Mazda,Cx-5,2024,26250.0,Gasolina,Mecánica,6600
Citroen,Ds-3,2014,10500.0,Gasolina,Automática - Secuencial,45250
Subaru,Forester,2010,10500.0,Dual,Automática - Secuencial,140000
Mazda,Cx-5,2021,21000.0,Gasolina,Mecánica,67500
Mitsubishi,Asx,2022,18000.0,Gasolina,Mecánica,33500
Ford,Mustang,1980,5000.0,Gasolina,Automática,180000
Daihatsu,Terios,2008,6800.0,Gasolina,Mecánica,279000
Dodge,Ram 2500,2012,27000.0,Diesel,Automática - Secuencial,90000
Subaru,Xv,2019,18400.0,Gasolina,Automática - Secuencial,52000
Volkswagen,Amarok,2018,23000.0,Diesel,Automática - Secuencial,86000
Chevrolet,Captiva,2017,14000.0,Gasolina,Automática - Secuencial,78000
Jeep,Grand Cherokee Overland,2012,14000.0,Gasolina,Automática - Secuencial,111000
Jeep,Cherokee Longitude,2017,16500.0,Gasolina,Automática - Secuencial,70000
Honda,Cr-V,2010,9900.0,Gasolina,Automática,181000
Nissan,Sentra,2018,12000.0,Gasolina,Automática,48185
Mitsubishi,Outlander,2018,16000.0,Gasolina,Automática - Secuencial,101000
Chrysler,Town & Country,2010,10800.0,Gasolina,Automática,145000
Dodge,Durango,2015,20800.0,Gasolina,Automática - Secuencial,88000
Chevrolet,Colorado,2024,27900.0,Diesel,Mecánica,14260
Mazda,3,2017,15500.0,Gasolina,Automática - Secuencial,35900
Renault,Duster,2019,10990.0,Gas GNV,Mecánica,67000
Mercedes Benz,Glc 200 Coupe,2020,49500.0,Gasolina,Automática - Secuencial,44000
Jaguar,Xe,2018,20000.0,Gasolina,Automática,54000
Fiat,Fiorino,2007,3000.0,Diesel,Mecánica,142000
Kia,Sportage,2024,32000.0,Gasolina,Automática,1350
Mazda,Bt-50,2019,22800.0,Diesel,Mecánica,68000
Jeep,Compass,2021,24000.0,Gasolina,Automática - Secuencial,39000
Nissan,X-Trail,2015,12900.0,Gasolina,Automática,138000
Suzuki,New Vitara,2019,15600.0,Gasolina,Automática - Secuencial,40000
Peugeot,Boxer,2007,9999.0,Diesel,Mecánica,157960
Nissan,Pathfinder,2015,15900.0,Gasolina,Automática,102500
Mitsubishi,Montero Sport,2014,14500.0,Gasolina,Automática,125000
Honda,City,2022,18900.0,Gasolina,Automática,15500
Mazda,Bt-50,2023,28500.0,Diesel,Mecánica,25000
Jeep,Grand Cherokee Summit,2023,96000.0,Gasolina-Hibrido,Automática - Secuencial,1600
Honda,Hrv,2018,15000.0,Gasolina,Automática,85000
Volkswagen,Bora,2011,7790.0,Gasolina,Automática - Secuencial,108500
Kia,Sportage,2019,22000.0,Gasolina,Automática,40000
Jeep,Grand Cherokee Laredo,2013,14600.0,Gasolina,Automática - Secuencial,148000
Toyota,Rav4,2017,16200.0,Gasolina,Mecánica,62400
Mitsubishi,Montero Sport,2018,28000.0,Gasolina,Automática - Secuencial,108000
Kia,Sportage,2018,17000.0,Gasolina,Mecánica,92000
Nissan,Sentra,2020,15500.0,Gasolina,Automática,31500
Mazda,6,2022,20000.0,Gasolina,Automática,56000
Honda,Hr-V,2024,26400.0,Gasolina,Automática,6900
Volkswagen,Polo,2016,8500.0,Gasolina,Mecánica,66000
Porsche,Cayenne S,2013,22000.0,Gasolina,Automática - Secuencial,135500
Ford,Escape,2017,13500.0,Gasolina,Automática - Secuencial,105000
Peugeot,3008,2020,26500.0,Gasolina,Automática - Secuencial,7500
Jeep,Grand Cherokee Limited,2018,32000.0,Gasolina,Automática,49000
Ford,Ranger,2019,20500.0,Diesel,Mecánica,120000
Subaru,Forester,2017,19000.0,Gasolina,Automática,45000
Bmw,X4 20I,2024,54900.0,Gasolina,Automática,21000
Toyota,Land Cruiser Prado,2013,28500.0,Gasolina,Mecánica,50895
Ford,Territory,2023,22990.0,Gasolina,Automática,26000
Ssangyong,New Rexton,2019,17000.0,Gasolina,Automática,93900
Volkswagen,Amarok,2016,19500.0,Diesel,Automática - Secuencial,193000
Jeep,Cherokee Longitude,2014,13900.0,Gasolina,Automática - Secuencial,85600
Hyundai,Elantra,2015,11000.0,Dual,Automática - Secuencial,160000
Volkswagen,Tiguan Allspace,2023,28500.0,Gasolina,Automática,29950
Lexus,Is 200T,2017,19000.0,Gasolina,Automática - Secuencial,41000
Honda,Odyssey,2013,14900.0,Gasolina,Automática,86540
Suzuki,Swift,2019,12490.0,Gasolina,Automática - Secuencial,37800
Renault,Logan,2020,10490.0,Gasolina,Automática - Secuencial,41600
Subaru,Xv,2021,21490.0,Gasolina,Automática,51000
Nissan,Urvan,2022,24990.0,Diesel,Mecánica,156700
Volkswagen,Crossfox,2015,10990.0,Gasolina,Automática - Secuencial,40200
Ford,Ecosport,2020,14490.0,Gasolina,Automática,57400
Ford,Bronco Sport,2023,30890.0,Gasolina,Automática,13100
Toyota,Prius,2018,15900.0,Hibrido,Automática,50865
Subaru,Wrx,2017,20000.0,Gasolina,Automática,81386
Cupra,Formentor,2022,28990.0,Gasolina,Automática,38489
Jeep,Compass,2019,19000.0,Gasolina,Automática,59326
Lexus,Rx350,2016,24900.0,Gasolina,Automática,72274
Ford,Fusion,2017,14900.0,Gasolina,Automática,68751
Ford,Edge Sel,2017,18900.0,Gasolina,Automática,46968
Porsche,Cayenne,2013,24900.0,Hibrido,Automática,101968
Suzuki,Grand Vitara,2024,20000.0,Hibrido,Automática,30992
Bmw,316I,2015,16000.0,Gasolina,Automática,99363
Bmw,X1,2018,22900.0,Gasolina,Automática,66187
Audi,Rs4,2007,32500.0,Gasolina,Mecánica,81294
Bmw,M240I,2023,65000.0,Gasolina,Automática,14802
Mercedes Benz,Glc 250 4Matic,2017,29000.0,Gasolina,Automática,81885
Mitsubishi,Outlander,2018,15900.0,Gasolina,Automática,84858
Nissan,Qashqai,2015,14900.0,Gasolina,Automática,85596
Seat,Ateca,2023,23900.0,Gasolina,Automática,54051
Mercedes Benz,Gle 400 4Matic,2016,26900.0,Gasolina,Automática,93429
Volvo,V40,2018,15500.0,Gasolina,Automática,54608
Jeep,Grand Cherokee Limited,2014,20000.0,Gasolina,Automática,79800
Nissan,Qashqai,2013,11900.0,Gasolina,Mecánica,91731
Honda,Hr-V,2021,19500.0,Gasolina,Automática,28056
Ford,Fusion,2018,16900.0,Gasolina,Automática,35612
Toyota,Yaris Cross,2025,24900.0,Hibrido,Automática,4631
Mitsubishi,Montero,2017,32000.0,Diesel,Automática,83342
Porsche,Macan Gts,2017,45900.0,Gasolina,Automática,39946
Subaru,Xv,2020,20500.0,Gasolina,Automática,75203
Ford,Territory,2025,22900.0,Gasolina,Automática,7400
Audi,Q3 Sportback,2021,33500.0,Gasolina,Automática,25702
Mercedes Benz,A200,2021,25900.0,Gasolina,Automática,20677
Subaru,Forester,2011,11900.0,Gas GLP,Automática,107987
Subaru,Forester,2009,11500.0,Gasolina,Automática,168774
Ford,Edge Sel,2013,12900.0,Gasolina,Automática,95919
Cupra,Formentor,2024,37500.0,Gasolina,Automática,5921
Land Rover,Discovery Sport,2016,20500.0,Gasolina,Automática,67339
Mercedes Benz,C180K,2017,16990.0,Gasolina,Automática,71775
Chevrolet,Silverado,2024,55900.0,Gasolina,Automática,9304
Subaru,Xv,2019,21900.0,Gasolina,Automática,52469
Bmw,318I,2017,15000.0,Gasolina,Automática,64342
Subaru,Evoltis,2023,49900.0,Gasolina,Automática,6356
Mercedes Benz,C-200,2013,13500.0,Gasolina,Automática,57802
Haval,H6,2024,29990.0,Gasolina,Automática,1082
Mercedes Benz,Cla 180,2014,14900.0,Gasolina,Automática,144783
Volkswagen,Taos,2022,23900.0,Gasolina,Automática,11667
Bmw,740I,2012,25000.0,Gasolina,Automática,82217
Honda,Cr-V,2015,16500.0,Gasolina,Automática,60995
Bmw,M140I,2019,33900.0,Gasolina,Automática,48580
Audi,A3 Sportback,2020,25500.0,Gasolina,Automática,13175
Porsche,Macan,2015,31500.0,Gasolina,Automática,68646
Bmw,418I,2019,27500.0,Gasolina,Automática,53603
Bmw,X5,2013,23900.0,Gasolina,Automática,196542
Toyota,Corolla Cross,2023,24900.0,Gasolina,Automática,9987
Bmw,M240I,2023,66000.0,Gasolina,Automática,10216
Jeep,Grand Cherokee,2020,27000.0,Gasolina,Automática,69732
Jeep,Cherokee Longitude,2017,17000.0,Gasolina,Automática,70102
Bmw,318I,2017,17900.0,Gasolina,Automática - Secuencial,46000
Renault,Captur,2019,14500.0,Gasolina,Automática,28946
Kia,Seltos,2021,17400.0,Gasolina,Mecánica,36621
Mini,Hatch Cooper,2014,14900.0,Gasolina,Mecánica,53615
Citroen,C4 Cactus,2016,9900.0,Gasolina,Mecánica,68454
Mini,Countryman Cooper,2018,17900.0,Gasolina,Automática,49512
Bmw,120I,2017,18500.0,Gasolina,Automática,54984
Mazda,Cx-5,2014,12750.0,Gasolina,Mecánica,97800
Subaru,Xv,2017,15400.0,Gasolina,Mecánica,43804
Nissan,Patrol,1982,14500.0,Gasolina,Mecánica,142824
Mazda,3,2024,22900.0,Gasolina,Automática,5662
